Comment,Polarity,Subjectivity,Channel
These people need arresting Charged so they have a criminal record given a hefty fine And if there caught three times put them in jail for 30 days,-0.02777777777777778,0.35000000000000003,The Telegraph
I salute the brave JSO activists If the governments of the world did would they should directed by the science we would be in such a dire state and people wouldn 39 t need to do this kind of disruptive thing The more people that get active and demand we act in accordance with what the scientists tell us we should do the quicker we can get on and create a world where people can flourish,0.35333333333333333,0.7,The Telegraph
Some of these quot Protestors quot when asked why they were doing it what is their reasoning they simply didnt know couldnt give an answer that explained their stance for their intrusions It has become dead beat and shambolic shame on them,-0.1,0.37857142857142856,The Telegraph
At least they didn 39 t throw crap everywehere This kind of protest is fine Lasts 20 seconds and they get thrown out message delivered no lasting disruption br Unlike many of the other attempts,0.04166666666666665,0.49642857142857144,The Telegraph
After looking at quot Just stop oil quot protest a year ago I did the only thing I could do I went out and spent 30 000 of my savings on a Brand New Mazda CX5 with its 2 2 Litre Diesel engine Each one of these Morons should get Jail Time a criminal record and a 10 000 Fine Just stop oil ARE THE ENEMY,-0.12099567099567099,0.5149350649350649,The Telegraph
Are they protesting buying Russian oil while the UK vociferously applauds Zelenskyy 39 s visit,0.0,0.0,The Telegraph
They have a channel on YouTube let them know your feelings thoughts,0.0,0.0,The Telegraph
5 years jailtime should be good,0.7,0.6000000000000001,The Telegraph
Anyone agreeing or applauding these arseholes are as bad as them,-0.6999999999999998,0.6666666666666666,The Telegraph
breathing L 39 s,0.0,0.0,The Telegraph
JSO are a bunch of stupid idiots They dont deserve the attention they crave for Sick of the sight of these pains in the backside Enough is enough first they hold back Motorists trying to get to work Then Emergency services are held up by these so called protestors putting people 39 s lives in danger They are nothing but a bunch of Spoilt individuals Thats my view Now they are out to spoil peoples enjoyment by protesting at venues that people save money up to watch these shows or concerts disrupted by these fools I Pity them and dont have the time for them,-0.2705357142857143,0.5238095238095238,The Telegraph
professional pests,0.1,0.1,The Telegraph
Eco terrorism isn 39 t green and it certainly ain 39 t clean,0.12698412698412698,0.5238095238095238,The Telegraph
It s almost like they don t WANT us to agree with them at this point I m sure their movement would be a lot bigger if they were respectful and actually working towards a goal that achieved something The only people who join in on these protests are narcissists who want to ruin innocent people s day,0.25,0.648148148148148,The Telegraph
Send them to a prison in northern Scotland br And since they don t want to use oil make them walk there,0.0,0.0,The Telegraph
These JSO lunatics are threatening the lives of millions of people mostly the poorest,0.5,0.5,The Telegraph
Silly,-0.5,0.875,The Telegraph
i Throw them off the stage i,0.0,0.0,The Telegraph
Who 39 s up for a Purge march to get rid of these W s once and for all Anything goes no repercussions for your actions and take some police out as well for not doing anything about the wasters,0.0,0.0,The Telegraph
the BBC has delivered some rather left leaning pieces lately so it 39 s hard to feel sorry for the organisers,-0.2638888888888889,0.5138888888888888,The Telegraph
I bet those people are planted by big oil companies,0.0,0.1,The Telegraph
They 39 re just pranksters at this point,0.0,0.0,The Telegraph
The applauding ones are the WEF globalist supporters so in my eyes they are a holes They are supporting the Great Reset,0.525,0.5,The Telegraph
Tow away the protesters SUVs,0.0,0.0,The Telegraph
Stop their supply of gas electric petrol and anything made of plastic if they stick to their guns I might give them some slack br Let 39 s face it if we stopped oil and society slipped back into the medieval they would the first to become extinct,-0.037500000000000006,0.23333333333333334,The Telegraph
It 39 s only the sun don 39 t worry br More than 4 000 years ago in Mesopotamia the area currently made up of Iraq north east Syria and south east Turkey the Akkadian empire ruled supreme Until a 300 year long drought quite literally turned all their plans to dust It was part of a pattern of changing climate conditions in the Middle East around 2 200 BCE that was constantly disrupting life and up ending emerging empires,0.075,0.4388888888888889,The Telegraph
Just stop oil should be added to the terrorists list just like blm antifa pride etc,0.0,0.0,The Telegraph
The government wants them to do this theres no other explanation on why they are still able to do this without any consequences,0.25416666666666665,0.3666666666666667,The Telegraph
So they decide to disrupt the enjoyment of likely the most privileged and powerful people in the UK and think its going to end well,0.26666666666666666,0.8333333333333334,The Telegraph
so these protesters really want to alienate any potential supporters,0.1,0.6,The Telegraph
Those people are probably paid by the US that want to sell their BS electric cars that are couching on fire,0.0,0.0,The Telegraph
There 39 s no need for that to interup people 39 s night out that protesters should get a life they have no scruples who they upset and its not only young people protesters it 39 s older people too who should know better,0.19166666666666665,0.5583333333333333,The Telegraph
Please sign the Petition br repeal the climate change act 2008 br Before we bankrupt our country,0.0,0.0,The Telegraph
Funny how Royal Albert Hall was bathe in JSO Colour Did those guys do that too,0.25,1.0,The Telegraph
The protestors are being bankrolled by a renewables businessman Useful idiots,-0.25,0.4,The Telegraph
100 not behind these idiots anymore Disruption isn 39 t peaceful protest Also solar maximum is coming and there 39 s nothing humans can do about it,-0.1166666666666667,0.6666666666666666,The Telegraph
they need a good kicking,0.7,0.6000000000000001,The Telegraph
Someone please tell them we still need oil There are not enough renewables We are working towards it but it doesn 39 t happen overnight,0.0,0.5,The Telegraph
They are the pits excuse the pun,-0.05,0.05,The Telegraph
Why don 39 t these idiots get punched in the face I thought the English were tough A few broken noses next time they block traffic and this would stop That goes for the women as well as the men Stop treating them like they have value,-0.2981481481481481,0.35555555555555557,The Telegraph
Soon they need to allow prisoment for life for these animals,0.0,0.0,The Telegraph
Dale Vince funds these he has a vested interest in stopping oil and gas as he owns ecotricity he wants more government subsidies to make him even richer another socialist with capitalism running through his veins,0.35,0.3,The Telegraph
Put them in prison because we don t need to worry about climate change as the BBC proms are much more important,0.45,0.75,The Telegraph
Might join up they seem to get good ticket allocations,0.7,0.6000000000000001,The Telegraph
Wow I was actually interested in the proms for like a minute Possibly a minute,0.11666666666666665,0.8333333333333334,The Telegraph
The audience clapping the idiots demonstrating should be ejected too Long live OIL amp GAS,-0.2378787878787879,0.5666666666666668,The Telegraph
No one is applauding the protestors they re applauding how swiftly they re being removed,0.0,0.0,The Telegraph
Poor timing should have done it when they were actually playing didn 39 t really cause any disruption,-0.06666666666666667,0.3,The Telegraph
Until they are accurately describesd as terrorists we 39 re going nowhere br br Also a premier of a work by a Ukranian female that probably won 39 t be performed again,0.20000000000000004,0.4,The Telegraph
We need to stop reporting on it and then they may stop,0.0,0.0,The Telegraph
I 39 m waiting for them to protest at a MMA match,0.0,0.0,The Telegraph
Good to see these clowns mixing it up a bit and not just trying to spoil events for sports fans,0.7,0.6000000000000001,The Telegraph
Every tiime I see a new just stop oil protest I think yep the general public hate these dweebs a little bit more,-0.05018939393939394,0.4868686868686869,The Telegraph
Why UK government cannot find solution about this protestors I already saw a bunch of that organization video do their act but no solution or preventive action,0.1,0.1,The Telegraph
How to make friends and influence people NOT HAPPENING IDIOTS,-0.8,0.8,The Telegraph
Absolutely disgusting Lock 39 em up and I hope they accidentally walk into some doors on the way,-1.0,1.0,The Telegraph
Arseholes,0.0,0.0,The Telegraph
The message is getting through br I have ordered a wood burning stove No more oil for me br Where can I collect my pass from to get through their Road Blocks please,-0.25,0.5,The Telegraph
Do they know that nobody is on their side anymore If anything they 39 ve made me love oil and want to use it more If these layabout hippies are the face of green energy then I 39 ll go with fossil fuels,0.26666666666666666,0.46666666666666673,The Telegraph
im buying a range rover as my counter protest to quot just stop just stop oil quot and will instruct everyone in my business to do the same never even considered it before but everyone and their dog is protesting about something and i simply don 39 t care any more,0.16666666666666666,0.3273809523809524,The Telegraph
The government needs to be totally replaced This government is an absolute disgrace out out out these protesters for goodness sake s someone is going to end up getting seriously hurt or worse and the government is doing nothing to prevent it from happening,-0.13333333333333333,0.7291666666666666,The Telegraph
Two words on dealing with these people Capitol Punishment,0.0,0.0,The Telegraph
Don t they have enough hospitals there to accommodate these protesters when they act up,0.0,0.5,The Telegraph
I guess JSO is off the national grid and rides bicycles Never have to seat on a chair plastic fly in airplane eat food from a bowl l believe their shoes have oil by products sole To what end really,0.3333333333333333,0.44999999999999996,The Telegraph
